저쪽/NP,0.026540904025321773
가/VV,0.367754616230802
일제히/MAG,0.01424420441887018
시선__03/NNG,0.01879782504239702
나/NP,0.02358391585228685
에게/JKB,0.02486753590350294
쏟아지/VV,0.025045699227539953
주인__01/NNG,0.02926134422963036
방__07/NNG,0.030517827014535003
들어가__01/VV,0.021941492504589485
마을__01/NNG,0.023550901133868176
남자__02/NNG,0.019308382612083407
사방__03/NNG,0.02546234537938656
흩어지/VV,0.024924379635526316
일/NNB,0.03029798685066089
서울/NNP,0.020991573161596992
올라오/VV,0.020289376841405932
예정__02/NNG,0.031461182806155605
이야기/NNG,0.016176351276619996
듯이/NNB,0.016985196399369722
방향__01/NNG,0.016198970151400958
흘러가/VV,0.01718673998386903
필재/NNP,0.021201844423694955
영문__01/NNG,0.031174024885415385
골__04/NNG,0.031178991299876085
붙잡히/VV,0.031188628117713512
그리고/MAJ,0.028062288602892484
급히/MAG,0.03318129066956764
문__05/NNG,0.01630851564585809
달려가/VV,0.028954362941431794
춘기/NNP,0.01567084491269059
천천히/MAG,0.024463067749287682
김/NNP,0.017221709248255782
형사__02/NNG,0.017860030697765292
쪽__05/NNB,0.02478862109120786
걸어가/VV,0.026807338582347153
알타미라/NNP,0.08711722203402114
동굴/NNG,0.03894312548595293
덕적도/NNP,0.01976396347262222
향하/VV,0.01838424608189757
그/NP,0.02459753164018845
꼬마/NNG,0.02484853629712858
강/NNP,0.025247489790378337
집__01/NNG,0.029715257823567424
들어서/VV,0.021682401744918874
사내__01/NNG,0.021031521888411276
상희/NNP,0.02463251140462863
몸__01/NNG,0.023920028577968603
돌리__04/VV,0.023748856953496208
카라카라/NNP,0.03290934721829163
숲__01/NNG,0.022758320122191575
기어들/VV,0.028091045383848465
년__02/NNB,0.01811164225257967
뒤__01/NNG,0.016694506820253804
두환/NNP,0.02401253604358109
거처__02/NNG,0.02733901996172805
옮기/VV,0.023413506288110075
언니/NNG,0.03754764202359395
말없이/MAG,0.02270471219010939
자기/NP,0.03258173491750252
장/NNP,0.022617289349913094
노인__01/NNG,0.022142414541213615
혼자__01/NNG,0.02028949914427879
북북/MAG,0.02261750775389266
밖/NNG,0.020973550783039772
나가/VV,0.021079090956914064
둘/NR,0.023752971887257435
앞/NNG,0.028760116816617075
번/NNB,0.031009878207186346
너/NP,0.031460741479191826
저기/NP,0.054546774564917314
문선조/NNG,0.05961446733856229
일__01/NNG,0.059613831627901764
어느새/MAG,0.020209585735015405
진우/NNP,0.02005572561667384
광장/NNG,0.019081619100869265
끝/NNG,0.02177251481355089
멀/VA,0.019081684376734378
속__01/NNG,0.016957114700025543
행운__02/NNG,0.016014441432905695
편지__02/NNG,0.016016800877654416
옆/NNG,0.01661679388656102
밀__01/VV,0.01644362873074336
어디/NP,0.24017511828469115
기__88/NNG,0.09359448041024643
마루__03/NNG,0.0196749274904935
나오/VV,0.020614248690981465
남__04/NNG,0.03753754702311354
캐롤라이나/NNP,0.037558626848748576
돌아가/VV,0.030923106934545374
내/NP,0.030849199826411152
니나/NNP,0.02301573421124016
말__01/NNG,0.02529654462018915
뒷문/NNG,0.033244115322851674
빠지__01/VV,0.018182715497052915
영구/NNP,0.020764666285468983
부둣가/NNG,0.02201523888689431
플랫폼/NNG,0.026259537828679413
내려서/VV,0.015601838249503341
우리/NP,0.025298168472329605
뻔질나게/MAG,0.03601978587932686
하숙방/NNG,0.03601985444545021
지방__05/NNG,0.02096690791244708
떠다니/VV,0.03503422700411578
장사__01/NNG,0.03500650365653753
입/NNG,0.02314466394143918
가져가/VV,0.02000094335678341
비키/VV,0.016580447717955766
수십/NR,0.01206614695679011
개/NNB,0.013939152845341859
화살__01/NNG,0.014885420782872364
하늘/NNG,0.011649734602948516
날아오르/VV,0.011845373913844812
사람/NNG,0.02437008863142102
얼굴/NNG,0.023903160363109303
날아들/VV,0.02473117773947089
아버지/NNG,0.02608557902837414
즉시/NNG,0.0342204488993344
강릉/NNP,0.030614115933839427
하숙집/NNG,0.030102625349874304
달려오/VV,0.030614057553970557
다시/MAG,0.029660591863148855
침묵/NNG,0.026281651853491628
빠지__02/VV,0.02628169906604038
선비/NNP,0.01999014597701769
부엌/NNG,0.027907097841565167
물러나/VV,0.020450271710516114
엄마/NNG,0.06733936954061918
얘기/NNG,0.09931715608154001
지금__03/MAG,0.056935113986679275
고향__02/NNG,0.03921811074100391
목사__05/NNG,0.054264652656587184
것/NNB,0.03525664246426681
갈밭/NNG,0.024398531862012223
사잇길/NNG,0.02410085522166548
거기/NP,0.0416440939076413
저/NP,0.019965278836944173
침실/NNG,0.02495470318377434
동도/NNP,0.029150032843713466
정현이/NNP,0.029149820190300164
성큼/MAG,0.018376242594335533
뛰어들/VV,0.02604092387803517
얼른/MAG,0.0259308232095656
복도__04/NNG,0.01746692847732535
학용이/NNP,0.025064243912882266
경찰서/NNG,0.023738848024651826
대번에/MAG,0.02506421385743035
끌려가/VV,0.023473793318601385
물론/MAG,0.04161821218076353
일방__01/NNG,0.036890529920648146
조건__02/NNG,0.036918006322259105
내세우/VV,0.03680491846949691
장차/MAG,0.016784264929962163
소설__03/NNG,0.016789912374267735
나아가/VV,0.018835759956535567
생각__01/NNG,0.01916417112370953
그래서/MAJ,0.025588454947380983
도리어/MAG,0.02832182251362724
자연__01/NNG,0.02112395119306596
퍼지/VV,0.02799609252602209
가만히/MAG,0.027833041142220787
웅크리/VV,0.027511284100010247
고속도로/NNG,0.02740077523128482
진입/NNG,0.02751121658257447
해숙/NNP,0.017003914615561392
갑자기/MAG,0.014944429649650414
